OKRES,OBEC,OKRSEK,PROP_MAE,OKRSEK_POC_HLASU,url_ps2021,url_ps2025
8102,598011,2,1.59,442,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598011_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598011_2.json
8104,599808,5,1.59,464,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599808_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599808_5.json
5301,572179,1,1.59,512,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/572179_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/572179_1.json
5201,569810,49,1.59,562,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_49.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_49.json
7204,585513,1,1.59,667,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585513_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585513_1.json
6203,584720,1,1.59,751,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/584720_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/584720_1.json
6101,568759,1,1.59,761,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/568759_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/568759_1.json
3205,559628,1,1.59,777,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3205/559628_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3205/559628_1.json
6205,586021,18,1.59,936,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586021_18.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586021_18.json
5205,579416,1,1.6,144,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579416_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579416_1.json
3104,550035,1,1.6,188,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3104/550035_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3104/550035_1.json
3206,560260,2,1.6,509,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3206/560260_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3206/560260_2.json
7204,549461,1,1.6,521,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/549461_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/549461_1.json
6105,595209,22,1.6,540,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/595209_22.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/595209_22.json
5102,563510,17,1.6,559,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5102/563510_17.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5102/563510_17.json
6202,551147,11006,1.6,579,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551147_11006.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551147_11006.json
7203,542679,1,1.6,582,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/542679_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/542679_1.json
6203,583031,1,1.6,634,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583031_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583031_1.json
6202,551287,14007,1.6,649,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551287_14007.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551287_14007.json
3106,551201,1,1.6,745,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/551201_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/551201_1.json
3102,545481,1,1.6,774,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3102/545481_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3102/545481_1.json
8102,598691,2,1.6,775,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598691_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598691_2.json
8102,598089,2,1.6,899,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598089_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598089_2.json
2111,530573,5,1.61,74,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/530573_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/530573_5.json
5304,580465,1,1.61,214,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580465_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580465_1.json
5203,574121,17,1.61,284,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574121_17.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574121_17.json
6207,594415,1,1.61,291,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6207/594415_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6207/594415_1.json
5204,576069,12,1.61,297,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576069_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576069_12.json
3102,545392,12,1.61,327,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3102/545392_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3102/545392_12.json
8106,545911,8019,1.61,343,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/545911_8019.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/545911_8019.json
6204,584487,1,1.61,390,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6204/584487_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6204/584487_1.json
2102,531600,1,1.61,435,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531600_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531600_1.json
3107,552461,1,1.61,501,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552461_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552461_1.json
6205,586307,9,1.61,562,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586307_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586307_9.json
8105,507270,2,1.61,692,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8105/507270_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8105/507270_2.json
6204,584797,1,1.61,728,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6204/584797_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6204/584797_1.json
3204,557587,1,1.61,812,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/557587_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/557587_1.json
3205,559491,1,1.61,899,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3205/559491_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3205/559491_1.json
7203,544787,1,1.61,996,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/544787_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/544787_1.json
3103,547441,4,1.62,57,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/547441_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/547441_4.json
2101,529451,7,1.62,184,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/529451_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/529451_7.json
3106,551791,1,1.62,287,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/551791_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/551791_1.json
8105,555321,24,1.62,347,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8105/555321_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8105/555321_24.json
5302,574988,3,1.62,409,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574988_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574988_3.json
3106,550850,2,1.62,429,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/550850_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/550850_2.json
8103,555088,37,1.62,468,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8103/555088_37.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8103/555088_37.json
2101,530204,1,1.62,489,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530204_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530204_1.json
2107,535419,5,1.62,514,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535419_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535419_5.json
4102,554961,44,1.62,539,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/554961_44.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/554961_44.json
5102,563510,24,1.62,569,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5102/563510_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5102/563510_24.json
3104,549266,1,1.62,587,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3104/549266_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3104/549266_1.json
2102,532011,3,1.62,597,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/532011_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/532011_3.json
6202,551007,13016,1.62,628,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551007_13016.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551007_13016.json
8106,598798,1,1.62,999,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/598798_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/598798_1.json
2111,540170,1,1.63,189,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540170_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540170_1.json
5301,572501,1,1.63,233,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/572501_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/572501_1.json
5303,578207,1,1.63,295,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/578207_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/578207_1.json
7102,500496,63,1.63,325,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_63.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_63.json
5203,574376,1,1.63,381,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574376_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574376_1.json
7204,585734,1,1.63,387,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585734_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585734_1.json
2108,537331,3,1.63,420,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2108/537331_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2108/537331_3.json
6105,595209,24,1.63,453,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/595209_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/595209_24.json
7104,514705,6,1.63,483,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7104/514705_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7104/514705_6.json
5201,569810,37,1.63,485,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_37.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_37.json
7105,523704,20,1.63,512,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/523704_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/523704_20.json
7203,541630,5,1.63,514,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/541630_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/541630_5.json
2102,531138,1,1.63,631,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531138_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531138_1.json
8102,598143,1,1.63,643,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598143_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598143_1.json
5202,573094,1,1.63,822,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5202/573094_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5202/573094_1.json
8106,599549,1,1.63,888,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8106/599549_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8106/599549_1.json
5204,576069,13,1.64,172,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576069_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576069_13.json
5205,579092,1,1.64,191,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579092_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579092_1.json
3203,546003,3032,1.64,247,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546003_3032.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546003_3032.json
5203,574015,1,1.64,254,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574015_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574015_1.json
6201,581283,7,1.64,361,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/581283_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/581283_7.json
3106,551953,5,1.64,504,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/551953_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/551953_5.json
6102,587711,1,1.64,563,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/587711_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/587711_1.json
5201,569810,55,1.64,593,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_55.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_55.json
3101,544256,59,1.64,677,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_59.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_59.json
6203,583251,6,1.64,775,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583251_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583251_6.json
6104,590266,27,1.64,885,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590266_27.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590266_27.json
3107,562904,1,1.65,79,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/562904_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/562904_1.json
5303,577812,1,1.65,99,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/577812_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/577812_1.json
6103,547492,23,1.65,108,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/547492_23.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/547492_23.json
3201,554251,1,1.65,125,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3201/554251_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3201/554251_1.json
6103,561975,1,1.65,143,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/561975_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/561975_1.json
6206,550175,1,1.65,260,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/550175_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/550175_1.json
2111,540951,1,1.65,404,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540951_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540951_1.json
7101,536385,1,1.65,453,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7101/536385_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7101/536385_1.json
2107,535427,2,1.65,462,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535427_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535427_2.json
7201,588393,4,1.65,533,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7201/588393_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7201/588393_4.json
5302,575500,1,1.65,598,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/575500_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/575500_1.json
7103,589250,26,1.65,620,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7103/589250_26.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7103/589250_26.json
6205,586161,2,1.65,728,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586161_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586161_2.json
4202,563102,11,1.65,732,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4202/563102_11.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4202/563102_11.json
5302,574988,9,1.66,129,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574988_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574988_9.json
6104,590274,1,1.66,133,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590274_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590274_1.json
3106,551619,1,1.66,173,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/551619_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/551619_1.json
6206,593524,1,1.66,219,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/593524_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/593524_1.json
2105,534579,1,1.66,222,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2105/534579_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2105/534579_1.json
5303,572519,1,1.66,230,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/572519_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/572519_1.json
5304,580091,1,1.66,327,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580091_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580091_1.json
6105,595209,14,1.66,348,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/595209_14.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/595209_14.json
5301,572241,3,1.66,356,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/572241_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/572241_3.json
7102,505269,1,1.66,380,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/505269_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/505269_1.json
6101,568414,8,1.66,385,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/568414_8.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/568414_8.json
5205,579165,1,1.66,407,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579165_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579165_1.json
5203,574121,1,1.66,422,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574121_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574121_1.json
3103,547336,2,1.66,470,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/547336_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/547336_2.json
5301,571393,4,1.66,495,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/571393_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/571393_4.json
2111,530573,1,1.66,564,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/530573_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/530573_1.json
5201,571041,4,1.66,660,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/571041_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/571041_4.json
6102,587711,2,1.66,674,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/587711_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/587711_2.json
3202,557137,1,1.66,719,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/557137_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/557137_1.json
6103,547492,10,1.66,762,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/547492_10.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/547492_10.json
5203,573990,6,1.67,131,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/573990_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/573990_6.json
2103,532819,20,1.67,220,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532819_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532819_20.json
5301,505005,1,1.67,231,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/505005_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/505005_1.json
2106,535141,1,1.67,242,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535141_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535141_1.json
6102,588181,1,1.67,242,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/588181_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/588181_1.json
6205,586056,1,1.67,255,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586056_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586056_1.json
6102,587346,2,1.67,375,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/587346_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/587346_2.json
2101,530310,2,1.67,394,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530310_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530310_2.json
7102,500496,93,1.67,416,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500496_93.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500496_93.json
6105,595209,12,1.67,423,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/595209_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/595209_12.json
5302,576051,1,1.67,438,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/576051_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/576051_1.json
7204,585068,22,1.67,440,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585068_22.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585068_22.json
6104,591181,4,1.67,538,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/591181_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/591181_4.json
5304,580511,2,1.67,614,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580511_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580511_2.json
6202,551279,26005,1.67,664,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551279_26005.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551279_26005.json
5304,580724,1,1.68,149,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580724_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580724_1.json
3101,545287,2,1.68,357,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/545287_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/545287_2.json
5304,580431,1,1.68,486,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580431_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580431_1.json
3204,553654,5,1.68,494,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/553654_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/553654_5.json
3201,553671,2,1.68,532,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3201/553671_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3201/553671_2.json
5202,572659,5,1.68,568,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5202/572659_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5202/572659_5.json
7102,504505,1,1.68,578,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/504505_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/504505_1.json
5304,580350,4,1.68,617,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580350_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580350_4.json
7202,550752,3,1.68,645,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7202/550752_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7202/550752_3.json
2102,531189,4,1.68,662,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531189_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531189_4.json
6206,593001,2,1.68,691,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/593001_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/593001_2.json
2101,530441,1,1.68,776,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530441_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530441_1.json
2107,570826,2,1.68,1053,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/570826_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/570826_2.json
2111,564249,1,1.69,110,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/564249_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/564249_1.json
6205,586021,9,1.69,218,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586021_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586021_9.json
2111,540153,1,1.69,253,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540153_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540153_1.json
5101,561380,11,1.69,265,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5101/561380_11.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5101/561380_11.json
5203,574643,1,1.69,305,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574643_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574643_1.json
6102,586846,36,1.69,358,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/586846_36.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/586846_36.json
3107,552992,1,1.69,379,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552992_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552992_1.json
3102,545392,13,1.69,399,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3102/545392_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3102/545392_13.json
2103,532053,25,1.69,450,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532053_25.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532053_25.json
4101,554880,1,1.69,457,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4101/554880_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4101/554880_1.json
3101,544256,12,1.69,470,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_12.json
